id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
2918,2025-04-03,Refrigerator,Food,South,196,551544,552158,12810,14159,579127,0,27583,Loss,4.76,High Logistics,43,Female,Summer,Ugadi,Trending
2919,2025-01-18,Refrigerator,Food,North,31,40672,50360,17159,6752,74271,0,33599,Loss,45.24,High Cost,29,Male,Monsoon,Holi,Trending
2920,2025-04-05,TV,Gift,East,150,492150,454691,10343,7873,472907,19243,0,Profit,0,None,30,Female,Winter,None,Low Demand
2921,2025-01-21,Laptop,Accessories,West,116,517592,501406,7821,13966,523193,0,5601,Loss,1.07,Off Season,50,Male,Spring,Valentine,Trending
2922,2025-02-28,Raincoat,Electronics,South,179,596249,625711,15014,7784,648509,0,52260,Loss,8.06,Low Sales,25,Male,Summer,Ugadi,Seasonal Spike
2923,2025-02-05,Backpack,Food,South,179,754843,705548,14233,11566,731347,23496,0,Profit,0,None,18,Female,Winter,Ugadi,Low Demand
2924,2025-03-28,Shoes,Fashion,North,185,673585,675495,8055,12022,695572,0,21987,Loss,3.16,High Logistics,34,Female,Monsoon,Holi,High Demand
2925,2025-05-10,Laptop,Accessories,South,73,340107,334133,17487,14141,365761,0,25654,Loss,7.01,High Cost,34,Male,Monsoon,Holi,Stable
2926,2025-06-19,Mobile,Fashion,West,77,249403,254922,15260,8646,278828,0,29425,Loss,10.55,High Cost,41,Male,Summer,Diwali,Seasonal Spike
2927,2025-06-11,Fan,Electronics,North,196,257936,210087,5696,11006,226789,31147,0,Profit,0,None,44,Male,Winter,Holi,Trending
2928,2025-04-26,Gift Hampers,Electronics,South,106,212742,258895,14723,7389,281007,0,68265,Loss,24.29,Off Season,19,Female,Winter,Ugadi,Seasonal Spike
2929,2025-03-22,Saree,Fashion,South,199,496505,450846,19076,9228,479150,17355,0,Profit,0,None,37,Female,Summer,None,Stable
2930,2025-02-17,Jeans,Gift,South,147,519498,507305,7416,11096,525817,0,6319,Loss,1.2,High Logistics,31,Male,Monsoon,Ugadi,Seasonal Spike
2931,2025-01-14,Gift Hampers,Food,East,112,502880,539977,5355,12781,558113,0,55233,Loss,9.9,Off Season,18,Male,Spring,Ugadi,Low Demand
2932,2025-01-16,TV,Gift,West,170,819230,803441,14380,7956,825777,0,6547,Loss,0.79,Off Season,50,Female,Monsoon,None,Trending
2933,2025-01-25,T-Shirt,Fashion,West,166,333162,368598,9631,5203,383432,0,50270,Loss,13.11,High Logistics,21,Female,Winter,None,Trending
2934,2025-06-15,Gift Hampers,Electronics,East,84,160860,112799,8871,11131,132801,28059,0,Profit,0,None,48,Female,Winter,Valentine,High Demand
2935,2025-06-27,Cooler,Fashion,West,73,264041,274463,18924,9127,302514,0,38473,Loss,12.72,High Cost,33,Female,Spring,Diwali,Low Demand
2936,2025-03-09,Headphones,Food,South,68,124508,166411,11980,14613,193004,0,68496,Loss,35.49,High Cost,36,Female,Spring,Diwali,Low Demand
2937,2025-04-11,Raincoat,Fashion,South,149,584080,534698,9325,5140,549163,34917,0,Profit,0,None,38,Female,Winter,Ugadi,Low Demand
2938,2025-04-23,Cooler,Fashion,North,167,647459,672460,16593,13529,702582,0,55123,Loss,7.85,High Cost,22,Female,Winter,Valentine,Trending
2939,2025-05-12,Jeans,Gift,North,75,241650,220182,13647,12019,245848,0,4198,Loss,1.71,High Cost,43,Male,Monsoon,Ugadi,Low Demand
2940,2025-07-18,T-Shirt,Electronics,West,142,289680,325922,11879,9944,347745,0,58065,Loss,16.7,Low Sales,46,Male,Monsoon,Ugadi,Trending
2941,2025-06-07,Jeans,Accessories,South,155,542190,582011,11293,10848,604152,0,61962,Loss,10.26,Low Sales,31,Female,Winter,None,High Demand
2942,2025-05-13,Sweets,Food,South,184,354752,312458,17643,11220,341321,13431,0,Profit,0,None,31,Female,Summer,Ugadi,Stable
2943,2025-01-06,TV,Fashion,East,43,201670,202132,5808,7148,215088,0,13418,Loss,6.24,Off Season,19,Female,Summer,None,High Demand
2944,2025-02-27,Refrigerator,Gift,North,56,265888,305170,13813,9389,328372,0,62484,Loss,19.03,Low Sales,49,Male,Winter,Holi,High Demand
2945,2025-03-31,Jeans,Accessories,West,36,78408,46470,17464,14355,78289,119,0,Profit,0,None,29,Male,Winter,None,Seasonal Spike
2946,2025-05-19,Umbrella,Electronics,North,134,332186,353676,13557,12326,379559,0,47373,Loss,12.48,Off Season,31,Male,Winter,None,Low Demand
2947,2025-01-08,Refrigerator,Gift,South,186,323454,296262,9509,11569,317340,6114,0,Profit,0,None,28,Male,Monsoon,Ugadi,Seasonal Spike
2948,2025-07-17,Headphones,Food,South,20,35540,62563,11735,14166,88464,0,52924,Loss,59.83,Low Sales,41,Female,Winter,Holi,Trending
2949,2025-04-26,Gift Hampers,Food,North,120,349920,307941,15340,6527,329808,20112,0,Profit,0,None,33,Male,Winter,Holi,Trending
2950,2025-06-23,Gift Hampers,Accessories,East,21,89250,104438,6665,13130,124233,0,34983,Loss,28.16,Off Season,30,Male,Summer,Holi,Stable
2951,2025-02-07,AC,Electronics,North,148,545676,588500,13940,5425,607865,0,62189,Loss,10.23,High Logistics,28,Female,Monsoon,Ugadi,Stable
2952,2025-07-19,Laptop,Food,South,86,426474,381842,10478,9237,401557,24917,0,Profit,0,None,26,Male,Monsoon,Valentine,High Demand
2953,2025-03-27,Smartphone,Food,East,160,689120,699458,9327,12563,721348,0,32228,Loss,4.47,High Cost,32,Female,Winter,None,Trending
2954,2025-02-19,Gift Hampers,Gift,South,73,120304,96128,15161,8807,120096,208,0,Profit,0,None,44,Male,Monsoon,Valentine,Low Demand
2955,2025-07-04,AC,Electronics,North,160,218880,171176,18017,5190,194383,24497,0,Profit,0,None,28,Male,Spring,Holi,Seasonal Spike
2956,2025-01-29,Fan,Fashion,South,169,305721,315235,5286,13318,333839,0,28118,Loss,8.42,Off Season,26,Male,Monsoon,None,Low Demand
2957,2025-03-12,T-Shirt,Gift,South,103,151513,176718,15411,12042,204171,0,52658,Loss,25.79,High Cost,50,Female,Spring,Holi,Stable
2958,2025-07-10,T-Shirt,Fashion,South,63,229131,183007,11785,8346,203138,25993,0,Profit,0,None,43,Female,Monsoon,None,High Demand
2959,2025-04-02,Gift Hampers,Electronics,East,111,353757,303971,9679,14034,327684,26073,0,Profit,0,None,28,Male,Spring,Diwali,Trending
2960,2025-06-03,Sweets,Accessories,North,132,212388,254673,6553,7430,268656,0,56268,Loss,20.94,Off Season,45,Male,Spring,Ugadi,Trending
2961,2025-02-14,Watch,Gift,South,97,478210,511302,9004,7760,528066,0,49856,Loss,9.44,High Cost,37,Male,Monsoon,Valentine,Low Demand
2962,2025-05-20,Cooler,Electronics,East,110,523600,563775,9546,5918,579239,0,55639,Loss,9.61,Off Season,20,Female,Spring,None,Low Demand
2963,2025-02-27,AC,Accessories,South,22,103730,142489,8845,5241,156575,0,52845,Loss,33.75,Off Season,48,Male,Winter,None,Stable
2964,2025-04-13,Backpack,Accessories,East,158,764404,807144,17418,14664,839226,0,74822,Loss,8.92,Off Season,43,Female,Summer,Ugadi,High Demand
2965,2025-04-08,Smartphone,Accessories,South,30,74250,102944,14575,14613,132132,0,57882,Loss,43.81,High Cost,18,Male,Spring,None,High Demand
2966,2025-04-10,TV,Gift,South,80,230080,266969,16225,9070,292264,0,62184,Loss,21.28,High Cost,23,Male,Summer,Holi,Trending
2967,2025-06-10,Smartphone,Gift,West,34,138516,135383,7854,7565,150802,0,12286,Loss,8.15,High Logistics,44,Male,Monsoon,Ugadi,Trending
2968,2025-07-13,T-Shirt,Gift,West,84,370524,416559,16065,14630,447254,0,76730,Loss,17.16,Low Sales,45,Female,Monsoon,Valentine,Stable
2969,2025-04-07,Headphones,Fashion,North,47,189880,185763,18336,13143,217242,0,27362,Loss,12.6,High Cost,36,Male,Winter,Ugadi,Seasonal Spike
2970,2025-04-24,Cooler,Fashion,West,26,77688,74163,17742,12278,104183,0,26495,Loss,25.43,High Cost,38,Male,Spring,Valentine,Low Demand
2971,2025-04-27,Watch,Gift,West,83,220780,241492,17067,7459,266018,0,45238,Loss,17.01,Low Sales,34,Male,Monsoon,Diwali,High Demand
2972,2025-07-11,Smartphone,Food,North,135,619245,655823,6172,13155,675150,0,55905,Loss,8.28,Low Sales,20,Male,Winter,Diwali,High Demand
2973,2025-03-03,Jeans,Gift,North,65,179270,166150,14009,10921,191080,0,11810,Loss,6.18,High Cost,22,Male,Spring,Valentine,Trending
2974,2025-03-13,Gift Hampers,Electronics,East,133,199766,155528,8976,12488,176992,22774,0,Profit,0,None,32,Male,Summer,Valentine,Low Demand
2975,2025-04-28,Watch,Fashion,North,146,403690,369659,5303,11149,386111,17579,0,Profit,0,None,49,Male,Monsoon,Diwali,Low Demand
2976,2025-07-01,Cooler,Food,North,97,478889,495753,13118,14499,523370,0,44481,Loss,8.5,High Logistics,27,Female,Summer,Holi,High Demand
2977,2025-01-06,Headphones,Food,East,76,339036,305831,16583,10403,332817,6219,0,Profit,0,None,43,Female,Winter,None,High Demand
2978,2025-07-07,Backpack,Accessories,South,51,248013,283010,18641,5794,307445,0,59432,Loss,19.33,Low Sales,49,Male,Spring,None,Seasonal Spike
2979,2025-04-27,Cooler,Electronics,East,138,554208,577786,13955,11225,602966,0,48758,Loss,8.09,High Logistics,44,Female,Summer,Valentine,Stable
2980,2025-02-06,Refrigerator,Electronics,East,190,578740,591572,6081,9820,607473,0,28733,Loss,4.73,High Logistics,25,Male,Winter,None,Trending
2981,2025-02-24,Gift Hampers,Food,South,81,380538,342495,9928,8290,360713,19825,0,Profit,0,None,28,Female,Spring,Ugadi,High Demand
2982,2025-03-08,Smartphone,Accessories,East,40,81760,125116,13150,8111,146377,0,64617,Loss,44.14,Off Season,41,Male,Monsoon,Ugadi,High Demand
2983,2025-03-05,Headphones,Food,North,101,229472,265941,12368,6907,285216,0,55744,Loss,19.54,Off Season,37,Female,Summer,Diwali,Stable
2984,2025-01-17,Fan,Fashion,East,121,405592,433620,13818,5204,452642,0,47050,Loss,10.39,Off Season,41,Male,Winter,Diwali,Stable
2985,2025-06-07,Headphones,Accessories,North,52,59904,72595,18197,9814,100606,0,40702,Loss,40.46,High Logistics,39,Female,Summer,None,Low Demand
2986,2025-02-11,AC,Electronics,East,79,153181,114017,14266,12628,140911,12270,0,Profit,0,None,24,Female,Spring,Holi,High Demand
2987,2025-02-09,Umbrella,Accessories,West,73,96287,123123,18887,10813,152823,0,56536,Loss,36.99,Low Sales,34,Female,Summer,Diwali,Trending
2988,2025-05-30,Umbrella,Fashion,East,124,553660,511960,9799,14668,536427,17233,0,Profit,0,None,42,Male,Winter,None,Low Demand
2989,2025-01-29,Raincoat,Accessories,North,108,252936,242248,6575,10702,259525,0,6589,Loss,2.54,Low Sales,44,Male,Summer,None,Trending
2990,2025-02-12,Mobile,Food,North,118,501500,499877,19700,12750,532327,0,30827,Loss,5.79,Low Sales,23,Female,Monsoon,Diwali,Stable
2991,2025-02-13,Raincoat,Food,North,130,136370,157663,6612,12306,176581,0,40211,Loss,22.77,Low Sales,39,Female,Winter,Holi,Trending
2992,2025-04-22,Jeans,Electronics,West,106,464280,504938,18016,14367,537321,0,73041,Loss,13.59,High Cost,42,Female,Spring,Holi,Low Demand
2993,2025-04-08,Jeans,Gift,South,30,34890,68160,10368,12940,91468,0,56578,Loss,61.86,Off Season,22,Male,Summer,Ugadi,Low Demand
2994,2025-03-02,Sweets,Gift,South,133,664335,686402,5858,11669,703929,0,39594,Loss,5.62,High Cost,18,Male,Winter,Valentine,Stable
2995,2025-07-06,Raincoat,Gift,West,63,289170,294239,6585,13633,314457,0,25287,Loss,8.04,Low Sales,49,Male,Spring,Ugadi,Low Demand
2996,2025-02-17,Shoes,Fashion,East,182,509236,538418,14222,7662,560302,0,51066,Loss,9.11,High Cost,22,Female,Monsoon,Ugadi,Seasonal Spike
2997,2025-05-04,Headphones,Accessories,East,199,517599,563634,11626,12056,587316,0,69717,Loss,11.87,High Logistics,36,Male,Monsoon,Holi,Stable
2998,2025-01-29,Cooler,Fashion,East,142,377152,380118,6918,10626,397662,0,20510,Loss,5.16,High Cost,30,Female,Spring,Diwali,Trending
2999,2025-02-06,Shoes,Accessories,South,38,54074,93090,13588,10784,117462,0,63388,Loss,53.96,High Cost,36,Female,Spring,Valentine,Seasonal Spike
3000,2025-02-19,TV,Fashion,North,68,74800,120682,9999,5389,136070,0,61270,Loss,45.03,High Cost,39,Female,Summer,Ugadi,Trending
3001,2025-02-20,Refrigerator,Accessories,East,127,187579,169065,14929,8523,192517,0,4938,Loss,2.56,Off Season,43,Male,Monsoon,Holi,Stable
3002,2025-02-01,Umbrella,Food,North,131,137550,171260,18201,14236,203697,0,66147,Loss,32.47,Off Season,40,Female,Monsoon,Valentine,Seasonal Spike
3003,2025-06-27,Refrigerator,Accessories,East,24,51024,80810,6483,12830,100123,0,49099,Loss,49.04,Low Sales,44,Male,Summer,None,Stable
3004,2025-04-25,TV,Gift,West,78,326742,280507,13850,8110,302467,24275,0,Profit,0,None,24,Male,Monsoon,Valentine,Stable
3005,2025-05-13,Sweets,Accessories,West,141,645075,659341,17662,6824,683827,0,38752,Loss,5.67,High Logistics,39,Female,Winter,Ugadi,High Demand
3006,2025-02-20,Raincoat,Electronics,South,117,280449,322183,19850,12466,354499,0,74050,Loss,20.89,High Logistics,37,Female,Summer,Valentine,High Demand
3007,2025-05-11,Mobile,Electronics,East,74,130758,164187,7465,9298,180950,0,50192,Loss,27.74,Off Season,18,Male,Winter,Ugadi,Trending
3008,2025-05-27,Headphones,Accessories,East,21,95424,76898,12813,13084,102795,0,7371,Loss,7.17,Low Sales,35,Male,Winter,Ugadi,High Demand
3009,2025-01-27,Backpack,Accessories,South,38,149378,172009,19952,13239,205200,0,55822,Loss,27.2,Off Season,32,Female,Summer,Diwali,Stable
3010,2025-06-10,Backpack,Fashion,East,123,539847,498747,19101,11881,529729,10118,0,Profit,0,None,25,Male,Summer,None,Trending
3011,2025-06-25,Fan,Accessories,East,198,882090,930277,16203,7786,954266,0,72176,Loss,7.56,High Cost,30,Male,Winter,None,Seasonal Spike
3012,2025-06-25,Jeans,Fashion,East,145,337125,288891,16044,14789,319724,17401,0,Profit,0,None,31,Female,Spring,Diwali,Seasonal Spike
3013,2025-01-12,AC,Accessories,East,126,358470,399581,10686,11534,421801,0,63331,Loss,15.01,High Cost,33,Female,Winter,None,Stable
3014,2025-06-10,Backpack,Accessories,North,170,759220,804204,11695,6755,822654,0,63434,Loss,7.71,High Logistics,30,Female,Winter,Ugadi,Low Demand
3015,2025-06-07,Shoes,Electronics,East,91,348894,396638,6593,14095,417326,0,68432,Loss,16.4,High Cost,36,Male,Monsoon,Valentine,Stable
3016,2025-06-10,Sweets,Electronics,East,26,64662,45291,17835,8470,71596,0,6934,Loss,9.68,High Cost,42,Female,Winter,Ugadi,Stable
3017,2025-02-27,Refrigerator,Fashion,South,196,237748,208217,11207,5293,224717,13031,0,Profit,0,None,27,Female,Summer,Diwali,Stable
3018,2025-04-11,Raincoat,Accessories,North,24,33960,26399,5464,6910,38773,0,4813,Loss,12.41,High Cost,44,Female,Summer,Valentine,High Demand
3019,2025-04-30,Saree,Accessories,North,26,49712,93099,8869,13283,115251,0,65539,Loss,56.87,Low Sales,19,Male,Monsoon,None,Low Demand
3020,2025-06-24,Refrigerator,Accessories,North,42,207900,186313,17034,13773,217120,0,9220,Loss,4.25,High Cost,24,Male,Monsoon,None,Trending
3021,2025-02-23,AC,Accessories,North,26,100828,146612,5552,6762,158926,0,58098,Loss,36.56,High Logistics,24,Male,Spring,Valentine,Low Demand
3022,2025-04-11,Backpack,Gift,East,184,562120,572514,16681,11849,601044,0,38924,Loss,6.48,Low Sales,38,Male,Summer,Diwali,Stable
3023,2025-07-16,Smartphone,Fashion,West,76,183540,188002,17867,10032,215901,0,32361,Loss,14.99,High Cost,47,Female,Summer,Holi,Low Demand
3024,2025-07-12,T-Shirt,Accessories,East,33,158565,159921,15086,10985,185992,0,27427,Loss,14.75,Low Sales,20,Male,Monsoon,None,High Demand
3025,2025-07-08,T-Shirt,Accessories,West,125,415250,435333,9537,12276,457146,0,41896,Loss,9.16,High Logistics,42,Female,Monsoon,None,High Demand
3026,2025-05-13,Mobile,Fashion,South,175,592375,586695,9036,7440,603171,0,10796,Loss,1.79,High Cost,26,Female,Winter,Valentine,Low Demand
3027,2025-05-22,TV,Gift,North,67,216544,207620,9328,7165,224113,0,7569,Loss,3.38,High Cost,50,Female,Spring,Valentine,Trending
3028,2025-01-19,Gift Hampers,Food,West,39,126906,138558,17664,12659,168881,0,41975,Loss,24.85,Off Season,41,Male,Winter,Holi,Seasonal Spike
3029,2025-02-03,Saree,Food,South,119,251209,246928,5664,8530,261122,0,9913,Loss,3.8,High Cost,30,Male,Summer,None,Trending
3030,2025-04-10,T-Shirt,Fashion,South,23,53199,100736,18175,6874,125785,0,72586,Loss,57.71,High Cost,24,Male,Monsoon,Holi,Seasonal Spike
3031,2025-06-17,Backpack,Electronics,West,71,201427,224643,9261,7785,241689,0,40262,Loss,16.66,Off Season,38,Female,Winter,None,Trending
3032,2025-06-30,Gift Hampers,Gift,South,39,116805,69887,16293,8905,95085,21720,0,Profit,0,None,38,Female,Monsoon,Diwali,Trending
3033,2025-07-03,Mobile,Gift,South,181,306252,332872,17039,11758,361669,0,55417,Loss,15.32,Low Sales,49,Male,Summer,Ugadi,Seasonal Spike
3034,2025-01-15,Raincoat,Accessories,North,121,584309,542103,17569,8372,568044,16265,0,Profit,0,None,38,Male,Summer,None,Low Demand
3035,2025-07-03,Backpack,Gift,East,90,124200,164995,19860,5771,190626,0,66426,Loss,34.85,Off Season,22,Male,Spring,Valentine,Trending
3036,2025-01-05,Sweets,Gift,East,31,152303,119322,5309,11657,136288,16015,0,Profit,0,None,33,Female,Summer,Holi,High Demand
3037,2025-05-29,Laptop,Fashion,North,168,553728,542926,9462,13652,566040,0,12312,Loss,2.18,High Cost,39,Female,Monsoon,Holi,High Demand
3038,2025-07-12,Cooler,Electronics,South,200,781000,748567,12051,14414,775032,5968,0,Profit,0,None,41,Male,Summer,Valentine,Stable
3039,2025-02-14,Backpack,Electronics,South,122,274744,232035,16881,8962,257878,16866,0,Profit,0,None,34,Male,Monsoon,None,High Demand
3040,2025-02-11,Laptop,Electronics,East,129,260451,257223,14706,10209,282138,0,21687,Loss,7.69,Off Season,45,Male,Summer,Diwali,High Demand
3041,2025-04-09,Raincoat,Fashion,West,94,237162,193869,14197,13347,221413,15749,0,Profit,0,None,33,Male,Spring,Diwali,Stable
3042,2025-03-04,Sweets,Accessories,North,138,596298,600786,7028,7305,615119,0,18821,Loss,3.06,Low Sales,27,Male,Summer,None,Trending
3043,2025-03-15,Cooler,Electronics,East,193,443321,478245,6599,8796,493640,0,50319,Loss,10.19,High Cost,50,Male,Summer,None,Stable
3044,2025-04-22,Mobile,Gift,East,189,449631,481315,14940,8433,504688,0,55057,Loss,10.91,High Logistics,45,Male,Winter,Holi,Trending
3045,2025-03-04,Fan,Fashion,West,159,755886,773376,6866,11226,791468,0,35582,Loss,4.5,Low Sales,48,Male,Summer,Ugadi,Trending
3046,2025-01-03,Laptop,Electronics,North,54,126954,104006,16520,10949,131475,0,4521,Loss,3.44,Low Sales,49,Male,Spring,None,Low Demand
3047,2025-02-28,Raincoat,Food,West,74,339364,292779,6177,11249,310205,29159,0,Profit,0,None,45,Female,Monsoon,Holi,Trending
3048,2025-01-22,Watch,Electronics,South,113,293574,301746,6582,5595,313923,0,20349,Loss,6.48,High Cost,28,Female,Summer,None,Trending
3049,2025-07-07,Sweets,Gift,South,88,135256,155508,17711,12154,185373,0,50117,Loss,27.04,High Cost,47,Male,Winter,Ugadi,High Demand
3050,2025-03-20,Fan,Fashion,South,173,543739,520205,13994,5744,539943,3796,0,Profit,0,None,47,Male,Spring,Holi,Stable
3051,2025-02-03,Mobile,Accessories,South,94,258124,253613,9470,10103,273186,0,15062,Loss,5.51,Low Sales,24,Male,Summer,Ugadi,Low Demand
3052,2025-05-04,Gift Hampers,Food,North,147,362355,315537,13199,6442,335178,27177,0,Profit,0,None,44,Male,Winter,Diwali,Low Demand
3053,2025-03-23,Raincoat,Accessories,West,179,439266,457070,10018,13891,480979,0,41713,Loss,8.67,Low Sales,19,Male,Monsoon,Holi,Seasonal Spike
3054,2025-04-13,Saree,Food,South,188,219396,181116,6632,13802,201550,17846,0,Profit,0,None,21,Female,Spring,Diwali,High Demand
3055,2025-06-05,Smartphone,Fashion,West,59,261488,303644,19228,13139,336011,0,74523,Loss,22.18,High Logistics,31,Male,Winter,Ugadi,Low Demand
3056,2025-01-17,Fan,Fashion,North,52,80496,86247,10864,6763,103874,0,23378,Loss,22.51,Low Sales,42,Male,Spring,Ugadi,Seasonal Spike
3057,2025-04-02,Gift Hampers,Electronics,East,184,881360,927482,16624,8122,952228,0,70868,Loss,7.44,High Cost,40,Male,Summer,None,Trending
3058,2025-07-20,AC,Electronics,South,168,580608,629458,18888,13977,662323,0,81715,Loss,12.34,Low Sales,40,Male,Monsoon,None,Seasonal Spike
3059,2025-01-12,Shoes,Gift,West,156,207324,190136,6195,9431,205762,1562,0,Profit,0,None,30,Male,Monsoon,Holi,Low Demand
3060,2025-06-04,T-Shirt,Accessories,South,145,145145,108074,8708,10483,127265,17880,0,Profit,0,None,28,Female,Monsoon,Diwali,Stable
3061,2025-03-24,Smartphone,Accessories,West,108,404568,432139,19778,9638,461555,0,56987,Loss,12.35,High Logistics,46,Male,Spring,None,Trending
3062,2025-04-15,Saree,Food,South,54,166374,131205,17909,9650,158764,7610,0,Profit,0,None,47,Female,Monsoon,None,Trending
3063,2025-02-11,Saree,Fashion,East,178,522074,565921,19155,7344,592420,0,70346,Loss,11.87,Low Sales,45,Female,Summer,Diwali,Trending
3064,2025-02-21,Gift Hampers,Electronics,North,44,135300,166471,13762,11822,192055,0,56755,Loss,29.55,Low Sales,48,Female,Winter,Ugadi,High Demand
3065,2025-01-18,AC,Gift,South,198,550638,519874,11884,12020,543778,6860,0,Profit,0,None,24,Female,Monsoon,Holi,Trending
